id,title,type,area,priority,status,sprint,est_tokens,actual_tokens,variance,created_at,completed_at,file,description
BACKLOG-739,Remove Supabase service_role key fallback from client app,bug,security,High,Completed,SPRINT-088,~5K,-,-,2026-02-19,2026-02-20,,supabaseService.ts uses SUPABASE_ANON_KEY || SUPABASE_SERVICE_KEY as fallback. The service_role key bypasses all RLS and should never exist in a client app. Remove the fallback and rotate the key. Existing TODO in code acknowledges this.
BACKLOG-740,Settings: prompt user to download and install when update available,feature,ui,Medium,Pending,-,~15K,-,"Check for Updates button only shows ""Update available (vX.Y.Z)"" for 5 seconds then resets. Should show download progress and an Install & Restart button. Wire onAvailable/onProgress/onDownloaded event listeners in Settings.tsx to give users a complete in-app update experience. Related: BACKLOG-475.",2026-02-19,,,
BACKLOG-741,Fix pre-existing contact-handlers.test.ts and App.test.tsx failures,test,ipc,High,Completed,SPRINT-087,~8K,-,-,2026-02-19,2026-02-19,18 tests in contact-handlers.test.ts fail on develop baseline due to SPRINT-085 contactDbService extraction. 1 test in App.test.tsx fails due to PR #883 removing PhoneTypeStep route from AppRouter. Assigned to TASK-2012 Phase 1.5. PR #885.,
BACKLOG-742,Add session timeout and auto-logout for broker portal,feature,security,high,Pending,-,-,-,-,2026-02-19,-,BACKLOG-742.md,
BACKLOG-743,Session timeout with idle lock for desktop app (SOC 2),feature,security,high,Pending,-,-,-,-,2026-02-19,-,BACKLOG-743.md,
BACKLOG-744,Internal support portal for customer account management,feature,service,high,Pending,-,-,-,-,2026-02-19,-,BACKLOG-744.md,
BACKLOG-745,Sticky tab bar with scroll-spy for Settings modal,feature,ui,Medium,Completed,-,~8K,-,-,2026-02-20,2026-02-20,BACKLOG-745.md,"Sticky navigation tab bar at top of Settings modal. Highlights currently visible section via IntersectionObserver scroll-spy. Includes click-to-scroll; bottom-detection for small sections; license-gated AI tab filtering. PR #895."
BACKLOG-746,Email Server Integration for Outbound Communications,feature,service,High,Pending,-,~60K,-,-,2026-02-20,-,BACKLOG-746.md,Transactional email service layer (SMTP/Resend/SendGrid) for user invites and account-related communications (password reset; verification; security notifications).
BACKLOG-747,Mask iCloud Email Identifier in 1:1 Chat Exports,feature,ui,Medium,Pending,-,~10K,-,-,2026-02-20,-,BACKLOG-747.md,When a contact's iMessage handle is an Apple ID (email address) show contact name + '(via iCloud email)' instead of the raw email in 1:1 chat PDF and folder exports.
BACKLOG-748,Merge Duplicate 1:1 Chats (iCloud Email vs Phone Number for Same Contact),feature,service,Medium,Completed,SPRINT-089,~40K,-,-,2026-02-20,2026-02-21,BACKLOG-748.md,Merged with BACKLOG-542 into TASK-2025. Display-layer merge of duplicate 1:1 threads when contact uses both iCloud email and phone number handles. Related to BACKLOG-747. PR #905 merged.
BACKLOG-749,Group chat participants show phone numbers instead of resolved contact names,bug,service,high,Pending,-,-,-,-,2026-02-20,-,BACKLOG-749.md,In text (SMS/MMS) group chats participant phone numbers are not being resolved to their matching contact names. Users see raw phone numbers instead of display names for group chat members.
BACKLOG-750,Email attachments and messages not syncing from folders outside Inbox/Sent,bug,service,High,Pending,-,-,-,-,2026-02-20,-,BACKLOG-750.md,Attachments from emails outside the Inbox folder are not being pulled. Needs investigation whether the email sync itself is limited to Inbox and Sent folders only — potentially missing emails and attachments from subfolders and other mailbox folders entirely.
BACKLOG-751,Google Places address autocomplete not working (billing not enabled),bug,service,High,Completed,SPRINT-089,-,-,-,2026-02-20,2026-02-20,BACKLOG-751.md,"Google Places API returned REQUEST_DENIED because billing was not enabled on the Google Cloud Project. Fixed by enabling billing at console.cloud.google.com. No code change required. TASK-2022."
BACKLOG-752,Messages tab doesn't update until transaction is reopened,bug,ui,Critical,Completed,SPRINT-089,~40K,-,-,2026-02-20,2026-02-21,BACKLOG-752.md,"When messages are linked to a transaction the Messages tab in Transaction Details doesn't show newly linked messages until the user exits and reopens the transaction details. UI reactivity issue -- data saves correctly but component doesn't re-render. TASK-2023. PR #903 merged."
BACKLOG-753,Import Google Contacts via People API,feature,service,Medium,Pending,-,~60K,-,-,2026-02-20,-,BACKLOG-753.md,"Add ability to import contacts from Google Contacts using the People API. When a user connects their Google account (already has OAuth), offer to import their Google contacts into the local contacts database. Requires adding People API scope (https://www.googleapis.com/auth/contacts.readonly) to the Google OAuth consent screen and implementing a contactImportService that fetches contacts via the People API and merges them with existing local contacts."
BACKLOG-754,Unify channel/communication_type naming and add isTextMessage() helper,refactor,service,Medium,Completed,SPRINT-089,~30K,-,-,2026-02-20,2026-02-21,BACKLOG-754.md,"Two competing systems for channel identification: channel (typed: email|sms|imessage) vs communication_type (untyped: text|imessage). API uses 'text' but Message.channel uses 'sms'/'imessage'. Create isTextMessage() and isEmailMessage() helpers and update ~10 files. TASK-2024."
BACKLOG-755,Group chat participant missing and messages attributed to wrong sender,bug,ui,High,Completed,SPRINT-089,~80K,-,-,2026-02-20,2026-02-21,BACKLOG-755.md,"extractAllPhones() only reads from/to fields not chat_members. iMessage email handles not resolved by phone-only lookup. Missing participants and wrong sender attribution in group chats. Export normalizePhone bug stripped email handles to empty strings. TASK-2026 (PR #906) + TASK-2027 (PR #907)."
